"//Set of 6 Gold Standards described in Torvik VI, Smalheiser NR. A quantitative model for linking two disparate sets of articles in Medline. Bioinformatics 2007; 23(13): 1658-1665. This paper has supplemental files. http://dx.doi.org/10.1093/bioinformatics/btm161",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"//target is written as -2 = negative, -1 = unknown, 0 = target, 1= fragment of target, 2 = adjective of target, 3 = target but too general to be useful",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"//some missing values annotated by 99999 (MeSH), 0.9999 (cohesion), or 9999 (year)",,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arrowsmith search,A-lit size,C-lit size,B-term,target,nA,nC,nof MeSH in common,nof semantic categories,cohesion score,n in MEDLINE,1st year in MEDLINE,pAC,on medium stoplist?,on long stoplist?,,,,,,,,,,,,,,
Calpain vs PSD,3352,2562,possible mechanism,-1,4,1,0,1,0.0619062,3692,1950,0.012981239,1,1,,,,,,,,,,,,,,
Calpain vs PSD,3352,2562,possible relation,-1,1,1,1,2,0.0505703,717,1949,0.02957174,1,1,,,,,,,,,,,,,,
Calpain vs PSD,3352,2562,possible role,-1,6,3,4,2,0.0576563,7905,1950,0.003242156,1,1,,,,,,,,,,,,,,
Calpain vs PSD,3352,2562,possible role protein,-1,1,1,2,5,0.127602,94,1952,0.000591594,0,0,,,,,,,,,,,,,,
Calpain vs PSD,3352,2562,possibly,-1,2,1,0,1,0.0420052,1654,1949,0.024347849,0,1,,,,,,,,,,,,,,
Calpain vs PSD,3352,2562,possibly a,-1,1,1,0,0,0.059501,66,1958,0.000293663,0,1,,,,,,,,,,,,,,
Calpain vs PSD,3352,2562,post,-1,12,22,19,2,0.0549509,46970,1943,0.000272208,1,1,,,,,,,,,,,,,,
Calpain vs PSD,3352,2562,post mortem,-1,5,4,4,1,0.136405,1887,1949,5.83E-08,0,1,,,,,,,,,,,,,,
Calpain vs PSD,3352,2562,post translational,-1,2,1,99999,2,0.142962,1019,1973,0.006760379,0,1,,,,,,,,,,,,,,
Calpain vs PSD,3352,2562,postischemic,-1,9,1,7,0,0.174285,1470,1955,3.83E-10,0,0,,,,,,,,,,,,,,
Calpain vs PSD,3352,2562,postmortem,-1,26,2,3,1,0.141998,3699,1950,0,0,1,,,,,,,,,,,,,,
Calpain vs PSD,3352,2562,postnatal,-1,3,28,11,1,0.135872,12042,1949,2.22E-16,0,1,,,,,,,,,,,,,,
Calpain vs PSD,3352,2562,postnatal development,-1,1,16,2,1,0.165282,3616,1950,1.13E-13,0,1,,,,,,,,,,,,,,
Calpain vs PSD,3352,2562,postnatal development rat,-1,1,3,1,0,0.196157,392,1950,1.65E-05,0,1,,,,,,,,,,,,,,
Calpain vs PSD,3352,2562,postsynaptic,-1,4,447,29,1,0.173045,3229,1953,0,0,0,,,,,,,,,,,,,,
Calpain vs PSD,3352,2562,postsynaptic density,-1,3,239,21,1,0.236784,261,1974,0,0,0,,,,,,,,,,,,,,
Calpain vs PSD,3352,2562,postsynaptic density adult,-1,1,2,3,0,0.228571,3,1985,2.28E-10,0,0,,,,,,,,,,,,,,
Calpain vs PSD,3352,2562,potassium,-1,1,19,6,3,0.141925,28113,1949,0.005279979,0,0,,,,,,,,,,,,,,
Calpain vs PSD,3352,2562,potassium channel,-1,1,18,5,2,0.182006,4265,1969,1.08E-14,0,0,,,,,,,,,,,,,,
Calpain vs PSD,3352,2562,potent,-1,11,2,3,1,0.093182,11548,1950,0.000506484,0,1,,,,,,,,,,,,,,
Calpain vs PSD,3352,2562,potential,-1,25,32,29,2,0.090936,87608,1942,6.00E-05,1,1,,,,,,,,,,,,,,
Calpain vs PSD,3352,2562,potential role,-1,6,2,4,2,0.0652108,2869,1956,1.57E-05,1,1,,,,,,,,,,,,,,
Calpain vs PSD,3352,2562,potentiate,-1,4,4,0,0,0.0953724,3511,1950,6.42E-05,0,1,,,,,,,,,,,,,,
Calpain vs PSD,3352,2562,potentiated,-1,1,1,0,0,0.106033,1158,1950,0.069404332,0,1,,,,,,,,,,,,,,
Calpain vs PSD,3352,2562,potentiation,-1,14,50,34,0,0.160281,9027,1949,0,0,1,,,,,,,,,,,,,,
Calpain vs PSD,3352,2562,potentiation hippocampus,-1,1,1,2,1,0.329593,87,1974,0.000507638,0,0,,,,,,,,,,,,,,
Calpain vs PSD,3352,2562,potentiation long term,-1,1,1,3,0,0.278378,36,1978,8.80E-05,0,1,,,,,,,,,,,,,,
Calpain vs PSD,3352,2562,potentiation synaptic,-1,1,1,99999,1,0.326568,61,1966,0.000251163,0,0,,,,,,,,,,,,,,
Calpain vs PSD,3352,2562,pre,-1,5,26,2,1,0.0620065,27017,1932,8.01E-08,1,1,,,,,,,,,,,,,,
Calpain vs PSD,3352,2562,pre post,-1,1,4,0,1,0.0657518,1424,1949,0.000219262,1,1,,,,,,,,,,,,,,
Calpain vs PSD,3352,2562,preceding,-1,1,1,0,0,0.0586586,1993,1925,0.16904404,0,1,,,,,,,,,,,,,,
Calpain vs PSD,3352,2562,precursor,-1,16,9,24,1,0.119955,18024,1949,4.42E-08,1,1,,,,,,,,,,,,,,
Calpain vs PSD,3352,2562,precursor cell,-1,2,1,3,1,0.19061,1346,1960,0.014257677,0,0,,,,,,,,,,,,,,
Calpain vs PSD,3352,2562,precursor protein,-1,8,6,13,2,0.189085,2120,1956,1.86E-13,0,0,,,,,,,,,,,,,,
Calpain vs PSD,3352,2562,predisposition,-1,1,1,0,2,0.128029,1948,1949,0.163184883,0,1,,,,,,,,,,,,,,
Calpain vs PSD,3352,2562,predominate,-1,1,1,99999,0,0.0705596,169,1961,0.001877307,0,0,,,,,,,,,,,,,,
Calpain vs PSD,3352,2562,preferential,-1,6,2,5,1,0.0714411,3458,1950,5.78E-05,0,1,,,,,,,,,,,,,,
Calpain vs PSD,3352,2562,preferentially,-1,1,1,0,1,0.102437,1659,1959,0.126582927,0,0,,,,,,,,,,,,,,
Calpain vs PSD,3352,2562,pregnancy,-1,2,1,1,2,0.124273,101921,1913,1,1,1,,,,,,,,,,,,,,
Calpain vs PSD,3352,2562,pregnant rat,-1,1,1,0,0,0.199777,2214,1949,0.198273231,1,1,,,,,,,,,,,,,,
Calpain vs PSD,3352,2562,preliminary,-1,6,1,1,1,0.0578689,58874,1903,0.999931082,1,1,,,,,,,,,,,,,,
Calpain vs PSD,3352,2562,preliminary x ray,-1,4,1,1,1,0.377702,1516,1958,0.000291575,0,0,,,,,,,,,,,,,,
Calpain vs PSD,3352,2562,prenatal,-1,1,7,0,4,0.159524,18684,1949,0.388876511,1,1,,,,,,,,,,,,,,
Calpain vs PSD,3352,2562,prenatally,-1,1,2,0,4,0.159699,903,1950,0.004855599,0,1,,,,,,,,,,,,,,
Calpain vs PSD,3352,2562,preparation,-1,3,18,4,0,0.0579825,64874,1939,0.758355187,1,1,,,,,,,,,,,,,,
Calpain vs PSD,3352,2562,presence,-1,13,7,11,1,0.0553904,33515,1949,0.02866548,1,1,,,,,,,,,,,,,,
Calpain vs PSD,3352,2562,presence a,-1,1,2,1,1,0.0656958,2406,1949,0.061332092,1,1,,,,,,,,,,,,,,
Calpain vs PSD,3352,2562,presenilin,-1,3,2,2,1,0.258001,634,1995,4.88E-06,0,0,,,,,,,,,,,,,,
Calpain vs PSD,3352,2562,presenilin-1,-1,5,2,9,1,0.232421,310,1995,4.70E-11,0,0,,,,,,,,,,,,,,
Calpain vs PSD,3352,2562,preservation,-1,3,2,0,1,0.144664,12445,1949,0.488089739,0,1,,,,,,,,,,,,,,
Calpain vs PSD,3352,2562,preserved,-1,2,3,0,0,0.117667,4086,1949,0.019175792,0,1,,,,,,,,,,,,,,
Calpain vs PSD,3352,2562,pretreatment,-1,2,1,1,0,0.0723478,5657,1950,0.348798687,0,1,,,,,,,,,,,,,,
Calpain vs PSD,3352,2562,prevent,-1,27,6,8,0,0.0582866,17403,1942,1.13E-13,1,1,,,,,,,,,,,,,,
Calpain vs PSD,3352,2562,prevent increase,-1,1,1,0,0,0.0942335,67,1971,0.000302555,1,1,,,,,,,,,,,,,,
Calpain vs PSD,3352,2562,preventing,-1,6,1,6,0,0.0580344,8763,1909,0.047345992,0,1,,,,,,,,,,,,,,
Calpain vs PSD,3352,2562,primary,-1,26,17,17,2,0.0801906,136721,1935,0.874712106,1,1,,,,,,,,,,,,,,
Calpain vs PSD,3352,2562,primary culture,-1,4,2,6,0,0.143747,4535,1950,0.007551147,1,1,,,,,,,,,,,,,,
Calpain vs PSD,3352,2562,primate,-1,10,9,9,1,0.150722,12019,1949,2.56E-07,0,1,,,,,,,,,,,,,,
Calpain vs PSD,3352,2562,prion,0,5,1,2,1,0.232004,2887,1956,0.000835793,0,0,,,,,,,,,,,,,,
Calpain vs PSD,3352,2562,prion protein,0,3,1,0,2,0.209481,1451,1984,0.002266065,0,0,,,,,,,,,,,,,,
Calpain vs PSD,3352,2562,prior,-1,1,1,0,1,0.0594305,8587,1932,0.826020403,0,1,,,,,,,,,,,,,,
Calpain vs PSD,3352,2562,probable,-1,1,1,0,1,0.0530531,4117,1926,0.45020411,0,1,,,,,,,,,,,,,,
Calpain vs PSD,3352,2562,probe,-1,3,1,1,3,0.113326,17576,1949,0.888598725,1,1,,,,,,,,,,,,,,
Calpain vs PSD,3352,2562,probing,-1,1,1,0,0,0.125128,2724,1950,0.267334205,0,1,,,,,,,,,,,,,,
Calpain vs PSD,3352,2562,problem,-1,1,1,1,3,0.0562166,137565,1930,1,1,1,,,,,,,,,,,,,,
Calpain vs PSD,3352,2562,procedure,-1,3,1,0,1,0.0650678,48284,1913,0.99998048,1,1,,,,,,,,,,,,,,
Calpain vs PSD,3352,2562,process,-1,6,14,5,1,0.0425014,56019,1924,0.593829875,1,1,,,,,,,,,,,,,,
Calpain vs PSD,3352,2562,processed,-1,4,1,3,0,0.096036,2235,1950,0.001633057,0,1,,,,,,,,,,,,,,
Calpain vs PSD,3352,2562,processing,-1,31,3,8,0,0.0940116,26779,1949,1.73E-09,1,1,,,,,,,,,,,,,,
Calpain vs PSD,3352,2562,produce,-1,9,4,5,0,0.0708542,7702,1926,9.55E-06,0,1,,,,,,,,,,,,,,
Calpain vs PSD,3352,2562,produced,-1,8,5,9,0,0.0687383,24359,1925,0.125507433,1,1,,,,,,,,,,,,,,
Calpain vs PSD,3352,2562,product,-1,16,1,10,1,0.0671806,43678,1936,0.450832688,1,1,,,,,,,,,,,,,,
Calpain vs PSD,3352,2562,production,-1,13,6,9,2,0.0764816,85387,1934,0.993740673,1,1,,,,,,,,,,,,,,
Calpain vs PSD,3352,2562,profile,-1,6,4,3,0,0.0504634,30583,1950,0.693352042,1,1,,,,,,,,,,,,,,
Calpain vs PSD,3352,2562,profiling,-1,1,4,1,0,0.130338,2809,1963,0.00430842,0,1,,,,,,,,,,,,,,
Calpain vs PSD,3352,2562,progenitor,-1,3,1,99999,1,0.208705,8565,1953,0.390954183,0,1,,,,,,,,,,,,,,
Calpain vs PSD,3352,2562,progressive,-1,5,1,1,1,0.0999814,18449,1949,0.677015786,1,1,,,,,,,,,,,,,,
Calpain vs PSD,3352,2562,proliferating,-1,1,1,99999,0,0.168148,3091,1950,0.317143374,0,0,,,,,,,,,,,,,,
Calpain vs PSD,3352,2562,proliferation,-1,11,5,5,1,0.134889,30554,1934,0.110129683,0,0,,,,,,,,,,,,,,
Calpain vs PSD,3352,2562,proline,-1,1,8,1,2,0.133957,3952,1950,2.29E-05,0,0,,,,,,,,,,,,,,
Calpain vs PSD,3352,2562,prolonged,-1,4,6,1,1,0.0583205,26012,1932,0.49494508,1,1,,,,,,,,,,,,,,
Calpain vs PSD,3352,2562,promote,-1,18,7,20,0,0.0917806,9576,1949,1.18E-13,0,1,,,,,,,,,,,,,,
Calpain vs PSD,3352,2562,promoter,-1,4,1,3,2,0.228166,23464,1950,0.933481855,0,0,,,,,,,,,,,,,,
Calpain vs PSD,3352,2562,promoter region,-1,1,1,2,2,0.221948,1703,1968,0.132023047,0,0,,,,,,,,,,,,,,
Calpain vs PSD,3352,2562,propagation,-1,1,5,0,1,0.105528,3670,1949,0.002767529,0,0,,,,,,,,,,,,,,
Calpain vs PSD,3352,2562,property,-1,44,31,46,1,0.0797947,104949,1936,1.75E-07,1,1,,,,,,,,,,,,,,
Calpain vs PSD,3352,2562,property a,-1,4,1,2,0,0.100357,5652,1949,0.061368197,1,1,,,,,,,,,,,,,,
Calpain vs PSD,3352,2562,property ca2,-1,1,1,1,0,0.158631,70,1973,0.000330012,0,0,,,,,,,,,,,,,,
Calpain vs PSD,3352,2562,proportion,-1,1,1,0,2,0.057844,2489,1942,0.235361324,0,1,,,,,,,,,,,,,,
Calpain vs PSD,3352,2562,prostaglandin,-1,5,1,99999,2,0.174417,32129,1939,0.978265351,0,0,,,,,,,,,,,,,,
Calpain vs PSD,3352,2562,prostaglandin e2,-1,1,1,99999,2,0.158231,5393,1964,0.593033855,0,0,,,,,,,,,,,,,,
Calpain vs PSD,3352,2562,prostate,-1,9,1,2,1,0.203627,33489,1936,0.790607084,0,0,,,,,,,,,,,,,,
Calpain vs PSD,3352,2562,protease,-1,425,1,9,3,0.15758,18027,1949,0,0,0,,,,,,,,,,,,,,
Calpain vs PSD,3352,2562,proteasome,-1,53,2,11,4,0.260213,2598,1988,0,0,0,,,,,,,,,,,,,,
Calpain vs PSD,3352,2562,protection,-1,9,1,8,1,0.0549851,27846,1940,0.580014504,1,1,,,,,,,,,,,,,,
Calpain vs PSD,3352,2562,protective,-1,13,2,6,2,0.0736938,19020,1942,0.006014725,1,1,,,,,,,,,,,,,,
Calpain vs PSD,3352,2562,protective effect,-1,5,1,3,2,0.0943566,7247,1949,0.055359166,1,1,,,,,,,,,,,,,,
Calpain vs PSD,3352,2562,protein,-1,448,496,509,4,0.110508,387667,1913,0,0,0,,,,,,,,,,,,,,
Calpain vs PSD,3352,2562,protein a,-1,6,10,15,4,0.118395,9407,1950,8.61E-07,0,0,,,,,,,,,,,,,,
Calpain vs PSD,3352,2562,protein a member,-1,1,1,2,5,0.183475,61,1981,0.000251163,0,0,,,,,,,,,,,,,,
Calpain vs PSD,3352,2562,protein actin,-1,1,1,1,4,0.165289,122,1959,0.000989684,0,0,,,,,,,,,,,,,,
Calpain vs PSD,3352,2562,protein alpha,-1,2,2,0,3,0.130906,1085,1952,0.000788187,0,0,,,,,,,,,,,,,,
Calpain vs PSD,3352,2562,protein associated,-1,2,5,4,3,0.134035,1357,1952,1.03E-06,0,0,,,,,,,,,,,,,,
Calpain vs PSD,3352,2562,protein brain,-1,1,2,1,5,0.167391,439,1954,0.000633596,0,0,,,,,,,,,,,,,,
Calpain vs PSD,3352,2562,protein ca2,-1,1,1,0,0,0.138393,63,1974,0.000267771,0,0,,,,,,,,,,,,,,
Calpain vs PSD,3352,2562,protein cleavage,-1,1,1,99999,4,0.138695,78,1952,0.000408947,0,0,,,,,,,,,,,,,,
Calpain vs PSD,3352,2562,protein component,-1,1,1,2,5,0.126151,798,1950,0.035922717,0,0,,,,,,,,,,,,,,
Calpain vs PSD,3352,2562,protein composition,-1,1,2,1,4,0.14893,956,1950,0.005679049,0,0,,,,,,,,,,,,,,
Calpain vs PSD,3352,2562,protein contain,-1,1,1,1,3,0.167027,194,1950,0.002458674,0,0,,,,,,,,,,,,,,
Calpain vs PSD,3352,2562,protein correlation,-1,1,1,0,3,0.0865801,66,1952,0.000293663,0,0,,,,,,,,,,,,,,
Calpain vs PSD,3352,2562,protein coupled receptor,-1,2,6,10,5,0.211751,1819,1987,5.78E-07,0,0,,,,,,,,,,,,,,
Calpain vs PSD,3352,2562,protein degradation,-1,25,1,7,1,0.150473,953,1950,0,0,0,,,,,,,,,,,,,,
Calpain vs PSD,3352,2562,protein expression,-1,3,6,3,4,0.127768,3736,1975,1.48E-05,0,0,,,,,,,,,,,,,,
Calpain vs PSD,3352,2562,protein family,-1,3,5,7,5,0.181087,977,1960,5.27E-09,0,0,,,,,,,,,,,,,,
Calpain vs PSD,3352,2562,protein following,-1,1,1,0,3,0.0988889,315,1949,0.006292917,0,0,,,,,,,,,,,,,,
Calpain vs PSD,3352,2562,protein form,-1,1,1,0,6,0.128988,250,1952,0.004027324,0,0,,,,,,,,,,,,,,
Calpain vs PSD,3352,2562,protein gene,-1,4,2,3,5,0.172732,4256,1965,0.005619955,0,0,,,,,,,,,,,,,,
Calpain vs PSD,3352,2562,protein glycoprotein,-1,1,1,0,4,0.200241,372,1950,0.008655111,0,0,,,,,,,,,,,,,,
Calpain vs PSD,3352,2562,protein hippocampal,-1,1,1,2,3,0.187702,31,1975,6.53E-05,0,0,,,,,,,,,,,,,,
Calpain vs PSD,3352,2562,protein hippocampus,-1,1,1,99999,2,0.179625,34,1972,7.85E-05,0,0,,,,,,,,,,,,,,
Calpain vs PSD,3352,2562,protein human,-1,5,4,2,4,0.127312,4357,1950,4.82E-05,0,0,,,,,,,,,,,,,,
Calpain vs PSD,3352,2562,protein i,-1,1,1,0,4,0.109379,831,1950,0.03864729,0,0,,,,,,,,,,,,,,
Calpain vs PSD,3352,2562,protein inhibitor,-1,4,1,0,4,0.143614,408,1951,5.78E-07,0,0,,,,,,,,,,,,,,
Calpain vs PSD,3352,2562,protein interact,-1,2,5,8,3,0.200448,780,1975,2.58E-08,0,0,,,,,,,,,,,,,,
Calpain vs PSD,3352,2562,protein kinase,-1,113,86,139,3,0.196564,31107,1964,0,0,0,,,,,,,,,,,,,,
Calpain vs PSD,3352,2562,protein kinase a,-1,4,6,15,3,0.194546,1791,1971,2.48E-09,0,0,,,,,,,,,,,,,,
Calpain vs PSD,3352,2562,protein kinase c,-1,77,15,48,3,0.20545,12355,1977,0,0,0,,,,,,,,,,,,,,
Calpain vs PSD,3352,2562,protein kinase ck2,0,2,1,3,3,0.272327,274,1994,0.000161225,0,0,,,,,,,,,,,,,,
Calpain vs PSD,3352,2562,protein kinase iialpha,-1,1,1,1,2,0.1875,7,1996,3.35E-06,0,0,,,,,,,,,,,,,,
Calpain vs PSD,3352,2562,protein level,-1,2,2,1,1,0.104286,2027,1949,0.007304891,0,0,,,,,,,,,,,,,,
Calpain vs PSD,3352,2562,protein mediate,-1,1,1,99999,4,0.132976,395,1975,0.009703876,0,0,,,,,,,,,,,,,,
Calpain vs PSD,3352,2562,protein mediated,-1,1,2,3,4,0.107341,575,1973,0.001371449,0,0,,,,,,,,,,,,,,
Calpain vs PSD,3352,2562,protein molecular,-1,1,1,1,4,0.159926,279,1959,0.004980377,0,0,,,,,,,,,,,,,,
Calpain vs PSD,3352,2562,protein phosphatase,-1,1,3,2,3,0.176409,2479,1971,0.014351743,0,0,,,,,,,,,,,,,,
Calpain vs PSD,3352,2562,protein phosphorylated,-1,1,1,0,3,0.173988,146,1969,0.001409032,0,0,,,,,,,,,,,,,,
Calpain vs PSD,3352,2562,protein phosphorylation,-1,2,2,3,4,0.211493,2080,1972,0.007976632,0,0,,,,,,,,,,,,,,
Calpain vs PSD,3352,2562,protein protein,-1,1,3,0,3,0.164083,2083,1950,0.008015821,0,0,,,,,,,,,,,,,,
Calpain vs PSD,3352,2562,protein rat,-1,4,13,7,4,0.168373,3105,1949,1.01E-14,0,0,,,,,,,,,,,,,,
Calpain vs PSD,3352,2562,protein rat brain,-1,1,7,1,6,0.196406,315,1957,7.65E-13,0,0,,,,,,,,,,,,,,
Calpain vs PSD,3352,2562,protein rat hippocampal,-1,1,1,99999,0,0.232558,5,1979,1.71E-06,0,0,,,,,,,,,,,,,,
Calpain vs PSD,3352,2562,protein regulate,-1,2,2,2,3,0.144994,483,1975,3.69E-05,0,0,,,,,,,,,,,,,,
Calpain vs PSD,3352,2562,protein sap-97,-1,1,1,2,2,0.25,2,2002,2.74E-07,0,0,,,,,,,,,,,,,,
Calpain vs PSD,3352,2562,protein stability,-1,3,1,2,4,0.234343,405,1950,1.87E-05,0,0,,,,,,,,,,,,,,
Calpain vs PSD,3352,2562,protein structure,-1,2,1,2,1,0.257403,1908,1950,0.034916215,0,0,,,,,,,,,,,,,,
Calpain vs PSD,3352,2562,protein synthesis,-1,4,5,12,2,0.156825,12153,1950,0.040209407,0,0,,,,,,,,,,,,,,
Calpain vs PSD,3352,2562,protein target,-1,1,1,0,4,0.128861,196,1970,0.002508398,0,0,,,,,,,,,,,,,,
Calpain vs PSD,3352,2562,protein turnover,-1,4,1,0,6,0.213717,913,1950,2.78E-05,0,0,,,,,,,,,,,,,,
Calpain vs PSD,3352,2562,protein tyrosine,-1,12,9,13,3,0.218443,3777,1953,0,0,0,,,,,,,,,,,,,,
Calpain vs PSD,3352,2562,protein tyrosine kinase,-1,3,2,2,3,0.194898,1577,1983,0.000348624,0,0,,,,,,,,,,,,,,
Calpain vs PSD,3352,2562,protein tyrosine phosphatase,0,7,7,12,3,0.181333,1660,1985,7.11E-15,0,0,,,,,,,,,,,,,,
Calpain vs PSD,3352,2562,protein-1,-1,1,4,2,4,0.13983,2532,1975,0.002786383,0,0,,,,,,,,,,,,,,
Calpain vs PSD,3352,2562,proteoglycan,-1,2,1,4,3,0.19662,5676,1966,0.350698101,0,0,,,,,,,,,,,,,,
Calpain vs PSD,3352,2562,proteolytically,-1,1,1,0,0,0.137459,189,1963,0.002336435,0,0,,,,,,,,,,,,,,
Calpain vs PSD,3352,2562,proteome,-1,1,1,99999,1,0.235917,837,1995,0.039150895,0,0,,,,,,,,,,,,,,
Calpain vs PSD,3352,2562,provide,-1,7,3,4,0,0.0473096,6682,1937,0.000255368,0,1,,,,,,,,,,,,,,
Calpain vs PSD,3352,2562,provoke,-1,1,1,1,0,0.0544081,429,1936,0.011351891,0,1,,,,,,,,,,,,,,
Calpain vs PSD,3352,2562,proximal,-1,12,1,4,2,0.0851206,16184,1949,0.00872898,1,1,,,,,,,,,,,,,,
Calpain vs PSD,3352,2562,proximal tubule,-1,8,1,4,1,0.169624,2429,1951,4.73E-07,0,0,,,,,,,,,,,,,,
Calpain vs PSD,3352,2562,pseudo,-1,1,1,0,3,0.078835,5868,1949,0.638625811,0,0,,,,,,,,,,,,,,
Calpain vs PSD,3352,2562,purification,-1,74,4,23,1,0.19195,43889,1949,0,1,1,,,,,,,,,,,,,,
Calpain vs PSD,3352,2562,purification a,-1,9,1,2,0,0.175381,1789,1950,2.45E-09,1,1,,,,,,,,,,,,,,
Calpain vs PSD,3352,2562,purification characterization,-1,28,1,7,0,0.214018,10019,1953,1.11E-16,1,1,,,,,,,,,,,,,,
Calpain vs PSD,3352,2562,purification characterization a,-1,7,1,5,0,0.216111,1991,1958,1.13E-06,1,1,,,,,,,,,,,,,,
Calpain vs PSD,3352,2562,purification property,-1,6,1,5,0,0.202794,6604,1949,0.012708444,1,1,,,,,,,,,,,,,,
Calpain vs PSD,3352,2562,purified,-1,9,1,3,0,0.0885285,12382,1936,0.019115006,0,1,,,,,,,,,,,,,,
Calpain vs PSD,3352,2562,putative,-1,10,6,8,0,0.117454,8676,1959,3.04E-07,0,1,,,,,,,,,,,,,,
Calpain vs PSD,3352,2562,pyramidal,-1,1,56,6,1,0.273033,3512,1950,0,0,0,,,,,,,,,,,,,,
Calpain vs PSD,3352,2562,pyramidal neuron,-1,1,29,6,2,0.280946,1048,1955,0,0,0,,,,,,,,,,,,,,
Calpain vs PSD,3352,2562,quail,-1,4,3,2,1,0.158001,3586,1949,0.000456411,0,1,,,,,,,,,,,,,,
Calpain vs PSD,3352,2562,quail coturnix coturnix,-1,1,2,1,1,0.174273,499,1961,0.00091527,0,0,,,,,,,,,,,,,,
Calpain vs PSD,3352,2562,qualitative,-2,1,4,0,1,0.0783035,8050,1949,0.181397469,0,1,,,,,,,,,,,,,,
Calpain vs PSD,3352,2562,quantification,-2,7,3,1,0,0.0858417,10365,1949,0.00618641,0,1,,,,,,,,,,,,,,
Calpain vs PSD,3352,2562,quantitative,-1,6,48,6,1,0.0615991,55714,1949,7.21E-10,1,1,,,,,,,,,,,,,,
Calpain vs PSD,3352,2562,quantitative change,-1,1,1,0,0,0.0784916,664,1950,0.025688122,1,1,,,,,,,,,,,,,,
Calpain vs PSD,3352,2562,rab,-1,1,1,99999,3,0.21723,425,1957,0.011152045,0,0,,,,,,,,,,,,,,
Calpain vs PSD,3352,2562,rabbit,-1,52,12,21,2,0.0678922,94991,1925,8.05E-06,1,1,,,,,,,,,,,,,,
Calpain vs PSD,3352,2562,rabbit chicken,-1,1,1,2,0,0.196203,45,1953,0.000137225,1,1,,,,,,,,,,,,,,
Calpain vs PSD,3352,2562,rabbit hippocampus,-1,2,1,3,2,0.249097,104,1955,9.24E-06,0,0,,,,,,,,,,,,,,
Calpain vs PSD,3352,2562,raft,-1,1,10,1,1,0.185069,897,1952,1.00E-13,0,0,,,,,,,,,,,,,,
Calpain vs PSD,3352,2562,rainbow trout,-1,1,2,0,1,0.178969,3648,1951,0.154663051,0,1,,,,,,,,,,,,,,
Calpain vs PSD,3352,2562,rana ridibunda,-1,2,2,2,1,0.180401,256,1950,3.12E-06,0,0,,,,,,,,,,,,,,
Calpain vs PSD,3352,2562,rapid,-2,21,23,31,2,0.0699594,45019,1949,1.98E-08,1,1,,,,,,,,,,,,,,
Calpain vs PSD,3352,2562,rapid increase,-1,1,1,2,2,0.0842491,262,1953,0.00441025,1,1,,,,,,,,,,,,,,
Calpain vs PSD,3352,2562,ras,-1,2,5,5,0,0.18269,9719,1955,0.073101198,0,0,,,,,,,,,,,,,,
Calpain vs PSD,3352,2562,rat,-1,350,530,388,2,0.105431,574201,1926,0,1,1,,,,,,,,,,,,,,
Calpain vs PSD,3352,2562,rat a,-1,4,9,5,2,0.111752,6413,1949,1.37E-06,1,1,,,,,,,,,,,,,,
Calpain vs PSD,3352,2562,rat brain,-1,53,74,105,4,0.163349,24468,1949,0,1,1,,,,,,,,,,,,,,
Calpain vs PSD,3352,2562,rat brain cortex,-1,1,1,1,0,0.167905,320,1955,0.006486348,1,1,,,,,,,,,,,,,,
Calpain vs PSD,3352,2562,rat brain development,-1,1,1,1,0,0.221358,153,1954,0.001544725,1,1,,,,,,,,,,,,,,
Calpain vs PSD,3352,2562,rat brain effect,-1,1,2,1,0,0.151515,188,1960,5.33E-05,1,1,,,,,,,,,,,,,,
Calpain vs PSD,3352,2562,rat brain postsynaptic,-1,1,4,4,3,0.22973,6,1977,4.44E-16,0,0,,,,,,,,,,,,,,
Calpain vs PSD,3352,2562,rat central,-1,2,2,2,5,0.226748,922,1953,0.000431053,1,1,,,,,,,,,,,,,,
Calpain vs PSD,3352,2562,rat cerebellar,-1,1,7,5,2,0.233369,921,1966,3.35E-09,0,0,,,,,,,,,,,,,,
Calpain vs PSD,3352,2562,rat cerebral,-1,2,13,6,2,0.160974,2539,1950,1.25E-13,0,0,,,,,,,,,,,,,,
Calpain vs PSD,3352,2562,rat chronic,-1,1,1,0,2,0.149678,971,1952,0.051024183,1,1,,,,,,,,,,,,,,
Calpain vs PSD,3352,2562,rat cortical,-1,1,1,1,3,0.213774,893,1965,0.043969851,1,1,,,,,,,,,,,,,,
Calpain vs PSD,3352,2562,rat experimental,-1,1,2,0,2,0.119764,1474,1950,0.018088069,1,1,,,,,,,,,,,,,,
Calpain vs PSD,3352,2562,rat heart,-1,13,1,6,2,0.210234,7986,1950,2.88E-06,0,0,,,,,,,,,,,,,,
Calpain vs PSD,3352,2562,rat hippocampal,-1,7,16,15,1,0.237742,2567,1962,0,0,0,,,,,,,,,,,,,,
Calpain vs PSD,3352,2562,rat hippocampal neuron,-1,3,1,2,2,0.285533,501,1973,4.25E-05,0,0,,,,,,,,,,,,,,
Calpain vs PSD,3352,2562,rat hippocampal slice,-1,4,4,5,1,0.246327,1012,1976,6.90E-09,0,0,,,,,,,,,,,,,,
